key,gmods,col,stat,mpkey,code,section,crn,title,yc_attrs,ci_attrs,description,hours,regnotes,rp_attr,instructordetail_html,meeting_html,final_exam,resources,last_updated,srcdb
42,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,D,X,U",YC,A,2042,AFST 486,01,14031,Slavery and the Slave Trade in Africa,This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Writing</li></ul>,,"<p>The slave trade from the African perspective. Analysis of why slavery developed in Africa and how it operated. The long-term social, political, and economic effects of the Atlantic slave trade.</p>",1,,,"<div class=""instructor-detail"">Robert Harms</div>","<div class=""meet"">W 1:30pm-3:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
43,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,X,U",YC,A,2076,AFST 487,01,11345,West African Islam: Jihad Tradition and Its Pacifist Opponents,This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Writing</li></ul>,,"<p>The influence of Islam on state and society, and the encounters of Muslim Africans first with non-Muslim societies in Africa and then with the modern West in the colonial and postcolonial periods. Focus on Muslim religious attitudes and responses to the secular national state and to the Western tradition of the separation of church and state.</p>",1,,,,"<div class=""meet"">W 3:30pm-5:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
44,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,5,M,6,9,X,U",YC,A,1,AFST 491,01,13041,The Senior Essay,,,"<p>Independent research on the senior essay. By the end of the sixth week of classes, aÂ rough draft of the entire essay should be completed. By the end of the last week of classes (fall term) or three weeks before the end of classes (spring term), two copies of the final essay must be submitted.</p>",1,,,"<div class=""instructor-detail"">Daniel Magaziner</div>",,HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
51,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,X,U",YC,A,2033,AKKD 110,01,12354,Elementary Akkadian I,This course can be applied towards the <i>Language (1)</i> Yale College distributional requirement.,,"<p>Introduction to the language of ancient Babylonia and its cuneiform writing system, with exercises in reading, translation, and composition.</p>
<p class=""prerequisites"">Credit only on completion of <a href=""/search/?p=AKKD%20120"" data-action=""result-detail"" data-group=""code:AKKD 120""  class=""notoffered"">AKKD 120</a>.</p>",1,,This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Eckart Frahm</div>","<div class=""meet"">TTh 9am-10:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
54,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,C,1,AMST 019,02,12719,Commodities as U.S. History,,,"<p>American social, cultural, and political history introduced through study of the production, distribution, and consumption of common commodities. Topics include political economy, slavery, industrialization, labor, the rise of the corporation, the growth of the administrative and regulatory state, geopolitics, foreign policy, and cultural change.</p>
<p class=""prerequisites"">Enrollment limited to first-year students. Preregistration required; see under First-Year Seminar Program.</p>",1,,This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,,,HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
55,"Y,1,A,Q,F,C,2,3,7,4,G,K,L,8,Z,5,M,6,9,D,X,U",YC,A,2094,AMST 133,01,11309,Introduction to American Indian History,This course can be applied towards the <i>Humanities and Arts</i> Yale College distributional requirement.,Writing Skill (Opt.),"<p>Survey of American Indian history, beginning with creation traditions and migration theories and continuing to the present day. Focus on American Indian nations whose homelands are located within the contemporary United States. Complexity and change within American Indian societies, with emphasis on creative adaptations to changing historical circumstances.</p>",1,,,"<div class=""instructor-detail"">Ned Blackhawk</div>","<div class=""meet"">TTh 11:35am-12:25pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
56,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2019,AMST 160,01,10393,The Rise and Fall of Atlantic Slavery,This course can be applied towards the <i>Humanities and Arts</i> Yale College distributional requirement.,,"<p>The history of peoples of African descent throughout the Americas, from the first African American societies of the sixteenth century through the century-long process of emancipation.</p>",1,,,"<div class=""instructor-detail"">Edward Rugemer</div>","<div class=""meet"">HTBA</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
57,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2089,AMST 188,01,12645,The Colonial Period of American History,This course can be applied towards the <i>Humanities and Arts</i> Yale College distributional requirement.,,"<p>This course explores the history of North America from the period of European colonization through the era of the Seven Years’ War, from roughly 1492 to 1763.  Emphasis is placed on the migration of people from Europe and Africa to North America; their contact and interaction with Native Americans; the formation of new societies and economies; and the corresponding development of new political and social ideas in America, with special attention paid to the evolving relationship between slavery and freedom.  Although the course addresses the major themes and issues of early American history, the lectures and readings frequently focus on the lives of individuals, both prominent and obscure, who shaped and were shaped by larger forces and developments.</p>",1,,,"<div class=""instructor-detail"">Mark Peterson</div>","<div class=""meet"">TTh 1:30pm-2:20pm</div>
<div class=""meet"">HTBA</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
58,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2021,AMST 238,01,11062,Introduction to Third World Studies,This course can be applied towards the <i>Social Sciences</i> Yale College distributional requirement.,,<p>Introduction to the historical and contemporary theories and articulations of Third World studies (comparative ethnic studies) as an academic field and practice. Consideration of subject matters; methodologies and theories; literatures; and practitioners and institutional arrangements.</p>,1,,,"<div class=""instructor-detail"">Gary Okihiro</div>","<div class=""meet"">TTh 11:35am-12:50pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
59,"Y,1,A,Q,F,C,2,3,7,4,G,K,L,8,Z,5,M,6,9,D,X,U",YC,A,2022,AMST 247,01,11279,Media and Medicine in Modern America,This course can be applied towards the <i>Humanities and Arts</i> Yale College distributional requirement.,,"<p>Relationships between medicine, health, and the media in the United States from 1870 to the present. The changing role of the media in shaping conceptions of the body, creating new diseases, influencing health and health policy, crafting the image of the medical profession, informing expectations of medicine and constructions of citizenship, and the medicalization of American life.</p>",1,,,"<div class=""instructor-detail"">John Warner</div>
<div class=""instructor-detail"">Gretchen Berland</div>","<div class=""meet"">MW 10:30am-11:20am</div>
<div class=""meet"">HTBA</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
60,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,D,X,U",YC,A,2022,AMST 272,01,10428,"Asian American History, 1800 to the Present",This course can be applied towards the <i>Humanities and Arts</i> Yale College distributional requirement.,,"<p>An introduction to the history of East, South, and Southeast Asian migrations and settlement to the United States from the late eighteenth century to the present. Major themes include labor migration, community formation, U.S. imperialism, legal exclusion, racial segregation, gender and sexuality, cultural representations, and political resistance.</p>",1,,,"<div class=""instructor-detail"">Mary Lui</div>","<div class=""meet"">MW 10:30am-11:20am</div>
<div class=""meet"">HTBA</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
61,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2035,AMST 281,01,10972,Antebellum American Literature,This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Writing</li></ul>,,<p>Introduction to writing from the period leading up to and through the Civil War. The growth of African American writing in anÂ antislavery context; the national book market and its association with national culture; emergence of a language of environment; romantic ecology and American pastoral; the &quot;ecological Indian&quot;; evangelicalism and the secular; sentimentalism and gender; the emergence of sexuality; poetics.</p>,1,,,"<div class=""instructor-detail"">Michael Warner</div>","<div class=""meet"">TTh 1pm-2:15pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
62,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2072,AMST 327,01,13589,Religion and Capitalism,This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Writing</li></ul>,,"<p>A comparative and interdisciplinary seminar exploring the religious qualities of capitalism and the economic qualities of religion. Topics include: consumer culture as religious practice; raced and gendered ethics of work; the legacy of Christianity for secular markets; missionary humanitarianism and corporate social responsibility; images of diversity in global markets; technology, science, and the post-human; critiques of capitalism and alternative visions of freedom. Emphasis on critical race, feminist, and queer analysis.</p>",1,,,"<div class=""instructor-detail"">Lucia Hulsether</div>","<div class=""meet"">T 9:25am-11:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
63,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2095,AMST 332,01,12660,Humbugs and Visionaries: American Artists and Writers Before the Civil War,This course can be applied towards the <i>Humanities and Arts</i> Yale College distributional requirement.,,"<p>This course examines American literature and visual culture of the seventeenth, eighteenth, and nineteenth centuries. We look in particular at outliers, prophets, and self-promoters, from the radical Puritan writer Anne Bradstreet to popular entertainers like P. T. Barnum. Topics include: visuality and the public sphere; landscape and politics; genre painting and hegemony; race and identity; managerial culture and disembodied vision.  Class trips to the Yale University Art Gallery and the Metropolitan Museum (New York). </p>",1,,,"<div class=""instructor-detail"">Bryan Wolf</div>","<div class=""meet"">Th 1:30pm-3:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
64,"Y,1,A,Q,F,C,2,3,7,4,G,K,W,L,8,Z,5,H,M,6,9,X,I,U",YC,A,2076,AMST 345,01,11068,Latinx Ethnography,This course can be applied towards the <i>Social Sciences</i> Yale College distributional requirement.,,"<p>Consideration of ethnography within the genealogy and intellectual traditions of Latinx Studies. Topics include: questions of knowledge production and epistemological traditions in Latin America and U.S. Latino communities; conceptions of migration, transnationalism, and space; perspectives on “(il)legality” and criminalization; labor, wealth, and class identities; contextual understandings of gender and sexuality; theorizations of affect and intimate lives; and the politics of race and inequality under white liberalism and conservatism in the United States.</p>",1,,,"<div class=""instructor-detail"">Ana Ramos-Zayas</div>","<div class=""meet"">Th 1:30pm-3:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
65,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2100,AMST 346,01,13088,Poetry and Objects,This course can be applied towards the following Yale College distributional requirements: <ul><li>Humanities and Arts</li><li>Writing</li></ul>,,"<p>This course on 20th and 21st century poetry studies the non-symbolic use of familiar objects in poems. We meet alternating weeks in the Beinecke library archives and the Yale Art Gallery objects study classroom to discover literary, material, and biographical histories of poems and objects. Additionally, there are scheduled readings and discussions with contemporary poets. Assignments include both analytical essays and the creation of online exhibitions.</p>",1,,,"<div class=""instructor-detail"">Karin Roffman</div>","<div class=""meet"">F 1:30pm-3:20pm<span class=""meet-room-201803""> in WLH 013</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
66,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2391,AMST 349,01,11897,Technologies of Movement Research,,,"<p>An interdisciplinary survey of creative and critical methods for researching human movement. Based in the motion capture studio at the Center for Collaborative Arts and Media, the course draws movement exercises and motion capture experiments together with literature from dance and performance studies, art, anthropology, sociology, philosophy, cognitive science, and the history of science to investigate the ways that artists and scholars conceive of human movement as a way of knowing the world. Students will develop their own projects over the course of the semester. Â No prior experience in dance required.</p>",1,,,"<div class=""instructor-detail"">Emily Coates</div>","<div class=""meet"">T 10:30am-12:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
